-0.000273050558987478,-7.79360522167311e-06,-4.49249175706509e-07,-3.04100271805315e-06,-1.86432789350674e-06,-6.04641828421744e-07,0.61885032572718,-0.000534909371859592,0.0037665666999501,48
-0.000272936204396449,-7.77510045063915e-06,-4.49350463495351e-07,-3.04088319845452e-06,-1.86458065328419e-06,-6.04556412018399e-07,0.618730084850718,-0.000535225138776768,0.00376601129804505,48
-0.000272930505074503,-7.75881456969673e-06,-4.49308368003322e-07,-3.0410912828776e-06,-1.86414041042782e-06,-6.0470519050761e-07,0.615043978118247,-0.000544905295784705,0.00374898488599019,48
-0.000273029188362425,-7.78345353292461e-06,-4.49247565760654e-07,0.00114754259920908,0.000851655310949038,0.000301282549496997,0.61437557876231,-0.000546635273856981,0.00374586314794937,48
-0.000273016298386219,-7.78213106334502e-06,-4.4926132523504e-07,-3.04104310748376e-06,-1.86424247947483e-06,-6.04670692783234e-07,0.613305668523349,-0.000549404435824363,0.00374086613533697,48
-0.000272931285743513,-7.7603364775607e-06,-4.49311960170432e-07,-3.04104444832454e-06,-1.86423964392776e-06,-6.04671651012484e-07,0.611334013636434,-0.000554507448195383,0.00373165744363879,48
-0.00027291589163421,-7.77828444065411e-06,-4.49388308772067e-07,-3.04110615988997e-06,-1.86410889439318e-06,-6.04715842326869e-07,0.60878205377129,-0.000561112093670944,0.00371973800681657,48
-0.000273010168049627,-7.79691600090552e-06,-4.49315164504798e-07,0.0019634589376759,0.0014569139639513,0.000515360589078094,0.605983472803177,-0.000568354553375651,0.00370666606614967,48
-0.00027297697154565,-7.81347470807097e-06,-4.49411858164778e-07,-3.04104312718749e-06,-1.8642424378221e-06,-6.04670706858724e-07,0.603343406703529,-0.000575186108053681,0.00369433362568187,48
-0.000272936075153102,-7.76042652211448e-06,-4.49305616613905e-07,-3.04088232974289e-06,-1.8645824903103e-06,-6.04555791225948e-07,0.600733794846161,-0.000581937833006344,0.00368214208469651,48
-0.000272984338079897,-7.77037528001843e-06,-4.49269430507943e-07,-3.04113934820127e-06,-1.86403855092125e-06,-6.04739618040531e-07,0.598147467290093,-0.00058862793450823,0.00367005749471278,48
-0.000272943937233211,-7.75736849761202e-06,-4.49285363396282e-07,-3.04096597444193e-06,-1.86440559900144e-06,-6.0461556900203e-07,0.595525020233224,-0.000595409688068975,0.00365780178812065,48
-0.000272936179689909,-7.77090465918391e-06,-4.4933762170558e-07,-3.04088548833556e-06,-1.86457581050012e-06,-6.04558048569157e-07,0.592755584850357,-0.000602569378296079,0.00364485627680935,48
-0.00027287695817729,-7.74466534697987e-06,-4.49338970338734e-07,-3.04088511190166e-06,-1.86457660654246e-06,-6.04557779559537e-07,0.589720199374762,-0.000610414079305007,0.00363066427136323,48
-0.000272920957623743,-7.87924269514899e-06,-4.49691082645122e-07,-3.04110922143188e-06,-1.86410241577487e-06,-6.04718031788318e-07,0.586330284899389,-0.000619172193867945,0.00361481094567858,48
-0.0002729427446305,-7.77277772025896e-06,-4.49334294480203e-07,-3.04097107126868e-06,-1.86439482089149e-06,-6.04619211286085e-07,0.582772661570223,-0.000628360470267176,0.00359816923120986,48
-0.000272929791839746,-7.7567150713294e-06,-4.49302913444487e-07,-3.04113941623569e-06,-1.86403841499113e-06,-6.04739663764184e-07,0.578493521618937,-0.000639408618186832,0.00357814776708838,48
