-184939.858285051,-3.03676805767292,0.00356376911950535,-0.0541707534698874,-0.268443059948999,1
-184939.998936921,-3.03186957908136,0.00236357918106329,0.0908189837986464,0.664218700311531,1
-184940.143055778,-3.02835418364515,0.00261072785904432,0.012916204256977,0.0247750058630876,1
-184939.902546252,-3.0354294716942,0.0033104789292171,0.0125319389815991,-0.191685274260069,1
-184940.187692321,-3.02597867340586,0.00174335658194348,-0.138164252653832,0.386785753002904,1
-184939.827506168,-3.03813914115967,0.00352380775002931,0.485299731077752,-0.125050786498927,1
-184939.733303661,-3.03971126896775,0.00354704990097477,-0.140239954520043,-0.183106803607355,1
-184939.590773935,-3.04567574390131,0.00476415886572805,-0.452645633350816,-0.109282007446936,1
-184939.80347891,-3.03876105278918,0.00341932581383408,0.677478858492793,-0.0664466715185454,1
-184940.039371259,-3.02996574532317,0.00180180452050953,0.00324805051354773,0.543782407856205,1
-184940.155052731,-3.02674871762058,0.00186288763347848,0.130018055576012,-0.420979838199629,1
-184939.65339097,-3.0437325985051,0.00456269079255815,-0.487626546708603,-0.0933497012159838,1
-184940.320600687,-3.02150207640317,0.0012693198445618,0.03668151914414,0.0699721692107204,1
-184939.631554897,-3.04416987569314,0.00434608131552924,-0.308433904847519,-0.10573345568818,1
-184939.929061224,-3.03385737622835,0.00283851453507988,0.134900947179685,-0.122480256521495,2
775277.09648514,-2.24272312264828,-0.962844559962376,-0.000805052420979149,-0.00112118446681985,2
775278.651899425,-2.15864439302885,-0.608557327831519,-0.000481388893814181,-0.000522648081944643,2
775279.017623083,-2.16930968461128,0.174105285338761,-3.77680135766415e-05,-0.000129350727086987,2
775278.146792106,-2.24992447211969,0.41096424096565,0.00229406289032119,0.00304079859012118,2
775280.864327806,-2.03818707358551,0.997188198574487,-0.000346094443710948,-0.000557244973619098,2
775279.252945103,-2.15942587850971,0.913219020143319,0.00123216093272602,0.00150144423496408,2
775280.272036569,-2.09248121486313,1.24283854924355,0.00118197228640327,0.00148285378402381,2
775280.247751559,-2.0798712390212,1.19711874074368,0.000854001191225893,0.0010264765071779,2
775280.866853899,-2.03442133101649,1.43914770518168,0.000828198978284251,0.00101117898297418,2
775281.618226157,-1.94782630205421,1.36167368652319,-0.000976316280104085,-0.00144948208938093,2
775281.895297439,-1.91849403291971,1.48243245675198,-0.0013072161619179,-0.00192234356077945,2
775280.885750185,-1.97924196504734,1.41004452934828,-0.000786910587306364,-0.00130016516456201,2
775280.982532177,-1.96876121537658,1.4780802370776,-0.000475660576588232,-0.000846479670908713,2
-184939.983006049,-3.03297750096929,0.00283699414895005,0.0123867958552564,0.171800368967104,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
0,0,0,0,0,3
-184940.147987779,-3.02750091045269,0.00223362458635792,-0.0287632350566227,-0.00331479666202633,4
775352.451152448,3.46916333094787,0.304366039865242,-0.0408038065908671,-0.0466108328714148,4
